                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 2.5301,                 3.8276,                 2.8413,                0.00083,                    0.5,                0.12437,                0.08706,                 2.1103,                 7.8556,                 1.6725,               0.079123,             0.00012268,             0.00012268
                     23,                   2.36,                 3.8545,                  2.264,                0.00083,                    0.5,                0.12437,                0.08706,                 2.1103,                 7.8556,                 1.6725,               0.078124,             0.00012417,             0.00012417
                     24,                 1.4738,                 3.2128,                 1.9989,                0.00083,                    0.5,                0.12437,                0.08706,                 2.1103,                 7.8556,                 1.6725,               0.077125,             0.00012526,             0.00012526
                     25,                 1.7014,                 3.5954,                 1.8602,                0.00083,                    0.5,                0.06219,                0.03731,                 2.0562,                 7.6471,                 1.6785,               0.076126,             0.00012595,             0.00012595
                     26,                 2.0121,                 3.3944,                 2.5525,                0.00083,                    0.5,                0.06219,                0.03731,                 2.0562,                 7.6471,                 1.6785,               0.075126,             0.00012625,             0.00012625
                     27,                 2.2532,                 4.7055,                 2.5296,                0.00083,                    0.5,                0.06219,                0.03731,                 2.0562,                 7.6471,                 1.6785,               0.074126,             0.00012615,             0.00012615
                     28,                 1.9448,                 3.8781,                 2.2111,                0.00083,                    0.5,                 0.0995,                0.04201,                  2.088,                 7.4721,                 1.6614,               0.073126,             0.00012566,             0.00012566
                     29,                 1.8742,                 3.5109,                 1.7614,                0.00083,                    0.5,                 0.0995,                0.04201,                  2.088,                 7.4721,                 1.6614,               0.072125,             0.00012477,             0.00012477
                     30,                 2.1529,                 3.1843,                 2.1001,                0.00083,                    0.5,                 0.0995,                0.04201,                  2.088,                 7.4721,                 1.6614,               0.071123,             0.00012348,             0.00012348
                     31,                 1.6463,                 3.3417,                 1.7533,                0.00083,                    0.5,                0.16583,                0.08983,                 2.0834,                 7.1984,                  1.624,               0.070122,              0.0001218,              0.0001218
                     32,                 1.3858,                 6.4596,                 1.8127,                0.00083,                    0.5,                0.16583,                0.08983,                 2.0834,                 7.1984,                  1.624,                0.06912,             0.00011972,             0.00011972
                     33,                 1.6163,                 3.4653,                 1.6974,                0.00083,                    0.5,                0.16583,                0.08983,                 2.0834,                 7.1984,                  1.624,               0.068117,             0.00011725,             0.00011725
                     34,                 1.6916,                 3.3266,                 1.9208,                0.00083,                    0.5,                 0.4975,                0.22387,                 1.9728,                 7.0104,                 1.5849,               0.067114,             0.00011438,             0.00011438
                     35,                 2.2546,                 3.9721,                 1.7632,                0.00083,                    0.5,                 0.4975,                0.22387,                 1.9728,                 7.0104,                 1.5849,               0.066111,             0.00011111,             0.00011111
                     36,                 2.0867,                 3.0331,                 2.1168,                0.00083,                    0.5,                 0.4975,                0.22387,                 1.9728,                 7.0104,                 1.5849,               0.065107,             0.00010745,             0.00010745
                     37,                 1.1235,                 2.9609,                 1.5296,                0.00083,                    0.5,                 0.4975,                0.22387,                 1.9728,                 7.0104,                 1.5849,               0.064103,             0.00010339,             0.00010339
                     38,                 1.3622,                 3.0918,                  1.841,                0.00083,                    0.5,                 0.4975,                 0.2985,                 1.4469,                 6.8541,                 1.4064,               0.063099,             9.8938e-05,             9.8938e-05
                     39,                 1.9134,                 4.0683,                 2.5212,                0.00083,                    0.5,                 0.4975,                 0.2985,                 1.4469,                 6.8541,                 1.4064,               0.062094,             9.4088e-05,             9.4088e-05
                     40,                 1.5965,                  2.767,                  1.843,                0.00083,                    0.5,                 0.4975,                 0.2985,                 1.4469,                 6.8541,                 1.4064,               0.061089,             8.8842e-05,             8.8842e-05
                     41,                 1.7994,                 3.8143,                 2.3997,                0.00083,                    0.5,                 0.4975,                 0.2985,                 1.4469,                 6.8541,                 1.4064,               0.060083,               8.32e-05,               8.32e-05
                     42,                 1.8754,                 3.9806,                 2.6355,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4207,                 6.6789,                 1.3548,               0.059077,             7.7162e-05,             7.7162e-05
                     43,                  1.313,                 3.2144,                 1.9119,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4207,                 6.6789,                 1.3548,               0.058071,             7.0728e-05,             7.0728e-05
                     44,                 1.9854,                 3.6989,                 1.9068,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4207,                 6.6789,                 1.3548,               0.057064,             6.3898e-05,             6.3898e-05
                     45,                 1.3362,                 3.3032,                 1.5068,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4207,                 6.6789,                 1.3548,               0.056057,             5.6672e-05,             5.6672e-05
                     46,                 2.1027,                 4.2709,                 2.9269,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4034,                 6.5373,                 1.3423,               0.055049,              4.905e-05,              4.905e-05
                     47,                 1.7129,                 3.7301,                 2.2395,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4034,                 6.5373,                 1.3423,               0.054041,             4.1032e-05,             4.1032e-05
                     48,                 1.5439,                 3.7549,                 2.2679,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4034,                 6.5373,                 1.3423,               0.053033,             3.2618e-05,             3.2618e-05
                     49,                 1.5777,                  3.172,                 2.1643,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4034,                 6.5373,                 1.3423,               0.052024,             2.3808e-05,             2.3808e-05
                     50,                 1.8541,                 3.8326,                 2.2061,                0.00083,                    0.5,                 0.4975,                0.34825,                 1.4077,                 6.2756,                 1.3199,               0.051015,             1.4602e-05,             1.4602e-05
