                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.98988,                 1.7752,                 1.1147,                0.01316,                      1,                 0.4975,                0.14925,                0.94904,                 7.2137,                0.80504,               0.000802,               0.000802,               0.000802
                     22,                 1.0029,                  2.113,                 1.0456,                0.01316,                      1,                 0.4975,                0.14925,                0.94904,                 7.2137,                0.80504,              0.0007921,              0.0007921,              0.0007921
                     23,                 1.1116,                 2.2133,                 1.0947,                0.01316,                      1,                 0.4975,                0.14925,                0.94904,                 7.2137,                0.80504,              0.0007822,              0.0007822,              0.0007822
                     24,                 1.1851,                 2.1981,                 1.2082,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007723,              0.0007723,              0.0007723
                     25,                 1.0326,                 2.2443,                0.99268,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007624,              0.0007624,              0.0007624
                     26,                 1.0301,                 2.0381,                 1.1858,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007525,              0.0007525,              0.0007525
                     27,                0.98193,                 2.0551,                 1.1263,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007426,              0.0007426,              0.0007426
                     28,                 1.3681,                 3.2994,                  1.199,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007327,              0.0007327,              0.0007327
                     29,                 1.1192,                 2.4826,                 1.1822,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007228,              0.0007228,              0.0007228
                     30,                0.92305,                 1.7076,                 1.0303,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,              0.0007129,              0.0007129,              0.0007129
                     31,                 1.1579,                 2.3113,                 1.1456,                0.01176,                      1,                  0.995,                 0.4975,                0.86498,                 6.4511,                0.71302,               0.000703,               0.000703,               0.000703
                     32,                 1.1082,                  2.251,                 1.0059,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006931,              0.0006931,              0.0006931
                     33,                 1.3355,                  2.489,                 1.2813,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006832,              0.0006832,              0.0006832
                     34,                0.82419,                 2.1394,                 1.0738,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006733,              0.0006733,              0.0006733
                     35,                0.83675,                 2.2973,                 1.0726,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006634,              0.0006634,              0.0006634
                     36,                0.84589,                 1.8632,                  1.037,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006535,              0.0006535,              0.0006535
                     37,                 1.0459,                 1.9013,                 1.1414,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006436,              0.0006436,              0.0006436
                     38,                 0.8972,                 2.1921,                0.97724,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006337,              0.0006337,              0.0006337
                     39,                 1.0258,                 1.9148,                 1.1982,                 0.0119,                      1,                  0.995,                 0.4975,                   1.08,                 6.2676,                0.71932,              0.0006238,              0.0006238,              0.0006238
                     40,                0.83821,                 2.3554,                 1.0003,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0006139,              0.0006139,              0.0006139
                     41,                 0.7705,                 2.1197,                 1.0602,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,               0.000604,               0.000604,               0.000604
                     42,                 1.0627,                 1.9938,                 1.1368,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0005941,              0.0005941,              0.0005941
                     43,                0.75107,                 1.7367,                0.96942,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0005842,              0.0005842,              0.0005842
                     44,                 0.6997,                 1.7997,                0.93442,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0005743,              0.0005743,              0.0005743
                     45,                0.92681,                 1.9492,                0.97498,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0005644,              0.0005644,              0.0005644
                     46,                0.68335,                 1.4109,                 1.0063,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0005545,              0.0005545,              0.0005545
                     47,                 1.0936,                 1.8983,                 1.2701,                0.01099,                      1,                  0.995,                  0.398,                 1.2265,                 6.4771,                0.76802,              0.0005446,              0.0005446,              0.0005446
                     48,                0.69715,                 1.5756,                0.92417,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0005347,              0.0005347,              0.0005347
                     49,                0.72385,                 1.6797,                0.96496,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0005248,              0.0005248,              0.0005248
                     50,                0.89717,                 1.7514,                0.98788,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0005149,              0.0005149,              0.0005149
                     51,                0.73141,                 1.8213,                 1.0339,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,               0.000505,               0.000505,               0.000505
                     52,                0.57556,                 1.3014,                0.86148,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0004951,              0.0004951,              0.0004951
                     53,                0.97606,                 1.8701,                 1.1278,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0004852,              0.0004852,              0.0004852
                     54,                0.60933,                  1.421,                 0.8699,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0004753,              0.0004753,              0.0004753
                     55,                 1.0762,                 2.2482,                 1.1517,                0.01031,                      1,                  0.995,                 0.4975,                 1.1223,                 6.1823,                0.73097,              0.0004654,              0.0004654,              0.0004654
                     56,                0.78846,                  1.834,                0.95217,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0004555,              0.0004555,              0.0004555
                     57,                0.78298,                 1.3949,                0.89666,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0004456,              0.0004456,              0.0004456
                     58,                0.88421,                 1.6388,                 1.0051,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0004357,              0.0004357,              0.0004357
                     59,                0.79919,                 1.2031,                 1.0571,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0004258,              0.0004258,              0.0004258
                     60,                0.89551,                 1.3643,                 1.1386,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0004159,              0.0004159,              0.0004159
                     61,                0.81211,                 1.5493,                0.96278,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,               0.000406,               0.000406,               0.000406
                     62,                0.76587,                 1.5725,                0.95962,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0003961,              0.0003961,              0.0003961
                     63,                0.89252,                 1.6187,                0.97571,                0.01163,                      1,                  0.995,                 0.4975,                  1.107,                 6.0994,                0.72679,              0.0003862,              0.0003862,              0.0003862
                     64,                0.77898,                 1.3912,                0.88705,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003763,              0.0003763,              0.0003763
                     65,                0.64812,                 1.1595,                0.91352,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003664,              0.0003664,              0.0003664
                     66,                0.61076,                 1.4403,                0.91701,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003565,              0.0003565,              0.0003565
                     67,                0.74732,                 1.3461,                 1.1576,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003466,              0.0003466,              0.0003466
                     68,                0.55462,                 1.7388,                 1.0028,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003367,              0.0003367,              0.0003367
                     69,                0.60192,                 1.0503,                0.79634,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003268,              0.0003268,              0.0003268
                     70,                0.53685,                 1.1152,                0.81621,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,              0.0003169,              0.0003169,              0.0003169
                     71,                0.52962,                 1.6819,                0.75995,                0.01075,                      1,                  0.995,                 0.4975,                 1.0299,                 6.2065,                0.73987,               0.000307,               0.000307,               0.000307
                     72,                0.75566,                 1.3621,                 1.0133,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002971,              0.0002971,              0.0002971
                     73,                0.61221,                 1.4005,                0.91351,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002872,              0.0002872,              0.0002872
                     74,                0.68497,                 1.3651,                0.87648,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002773,              0.0002773,              0.0002773
                     75,                 0.5277,                 1.0747,                0.93479,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002674,              0.0002674,              0.0002674
                     76,                0.64195,                 1.6858,                 1.0268,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002575,              0.0002575,              0.0002575
                     77,                0.58705,                  1.661,                0.77829,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002476,              0.0002476,              0.0002476
                     78,                0.62404,                 1.2105,                0.86121,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002377,              0.0002377,              0.0002377
                     79,                0.46117,                 1.3976,                0.80631,                0.01087,                      1,                  0.995,                 0.4975,                0.98967,                 6.3358,                0.73508,              0.0002278,              0.0002278,              0.0002278
                     80,                0.69172,                 1.4099,                0.92885,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0002179,              0.0002179,              0.0002179
                     81,                0.67221,                 1.6607,                0.81697,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,               0.000208,               0.000208,               0.000208
                     82,                0.61091,                 1.2463,                   1.02,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0001981,              0.0001981,              0.0001981
                     83,                0.51256,                 1.0248,                0.85803,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0001882,              0.0001882,              0.0001882
                     84,                0.71352,                 1.3656,                0.94421,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0001783,              0.0001783,              0.0001783
                     85,                0.56385,                 1.0976,                0.91232,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0001684,              0.0001684,              0.0001684
                     86,                0.48957,                 1.1717,                0.95082,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0001585,              0.0001585,              0.0001585
                     87,                0.53446,                 1.0386,                0.80158,                0.01163,                      1,                  0.995,                 0.4975,                0.91846,                 6.4099,                0.73495,              0.0001486,              0.0001486,              0.0001486
                     88,                 0.4798,                 1.0864,                0.83039,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,              0.0001387,              0.0001387,              0.0001387
                     89,                0.58532,                0.96825,                0.97466,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,              0.0001288,              0.0001288,              0.0001288
                     90,                0.64845,                 1.2118,                0.99693,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,              0.0001189,              0.0001189,              0.0001189
                     91,                0.49418,                 1.6417,                0.85889,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,               0.000109,               0.000109,               0.000109
                     92,                0.54044,                 1.8008,                0.86839,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.50306,                  1.923,                0.75744,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.49754,                 1.6981,                0.95341,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.49498,                 1.6035,                0.85429,                0.01124,                      1,                  0.995,                 0.4975,                0.92029,                 6.4436,                0.73602,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.52598,                 1.5708,                0.87633,                0.01075,                      1,                  0.995,                 0.4975,                0.92217,                 6.4736,                0.73583,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.53969,                 1.8293,                 0.8766,                0.01075,                      1,                  0.995,                 0.4975,                0.92217,                 6.4736,                0.73583,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.38844,                  1.606,                0.81517,                0.01075,                      1,                  0.995,                 0.4975,                0.92217,                 6.4736,                0.73583,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 0.4408,                 1.7373,                0.88032,                0.01075,                      1,                  0.995,                 0.4975,                0.92217,                 6.4736,                0.73583,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.40025,                 1.7156,                0.83498,                0.01075,                      1,                  0.995,                 0.4975,                0.92217,                 6.4736,                0.73583,               1.99e-05,               1.99e-05,               1.99e-05
